	color	D0	D1	D2
HSPC_451	#7c5246	0.013780494672109515	-0.011371994474331067	-0.00986792406275197
HSPC_376	#eea113	0.014983818810115398	0.0015785018206627924	-0.015263469013778626
HSPC_232	#40bdbd	0.004371607681964094	-0.008106327173761183	0.012078031176523367
HSPC_221	#40bdbd	0.020193829571607633	-0.04992846630150186	0.031052155518713737
HSPC_143	#40bdbd	0.006541822264624197	0.0325846731068679	-0.003600650054850104
Prog_772	#d84f40	0.004991186507382777	0.037693259278119104	0.006036617737482446
Prog_683	#10b460	0.0013917812466502446	0.030854875262385534	0.011888213591866058
HSPC_627	#7c5246	0.016113501972293505	0.012831499396602039	-0.036411360733399664
HSPC_582	#7c5246	0.0182177158304591	0.004485060930346587	-0.042773845523268884
Prog_521	#d84f40	0.008625447743279741	0.03554869934561244	-0.007255428722036532
Prog_058	#286ee1	-0.048151180533930756	-0.010115197658070311	-0.009712381413827072
HSPC_089	#eea113	0.014638192062632192	0.011330815027627731	-0.026548446257375402
Prog_758	#286ee1	-0.023528388556147785	0.003127205506803232	0.0351662869073643
Prog_734	#286ee1	-0.03280358944985231	-0.001467247924427522	0.016724606570025845
HSPC_331	#eea113	0.014162341982652892	-0.0057550378197278595	-0.002275507388596021
Prog_111	#286ee1	-0.04990316508070293	-0.011085948299775605	-0.012546886993196664
Prog_835	#286ee1	-0.047102861466118626	-0.009625857214006339	-0.008794336625248922
Prog_508	#286ee1	-0.04518926566076505	-0.00833114688281758	-0.004822864910913556
HSPC_784	#eea113	0.02031850570890897	-0.034155867046137885	0.006548287836065249
HSPC_485	#7c5246	0.011836602613328348	0.030137050007834322	-0.02040081073475506
HSPC_559	#eea113	0.015954315688140406	-0.016144584224238562	0.004058988466784656
Prog_671	#286ee1	-0.010257542771773112	0.00924428453179626	0.04738691755219404
HSPC_343	#7c5246	0.011921008196839895	0.031237069852465785	-0.02108737679686154
Prog_520	#10b460	0.00528385349132967	0.055595092861433444	0.00944140521907479
Prog_310	#10b460	0.001518907971551904	0.025763485483817065	0.008820893673277192
HSPC_738	#eea113	0.019272889248531818	-0.03321828379327743	0.010839446036756205
Prog_838	#286ee1	-0.05014902419423943	-0.011530047093630221	-0.015004929875543865
HSPC_165	#eea113	0.009884871722014528	0.02539464789971825	-0.013344089087736457
HSPC_100	#7c5246	0.0158783922925664	0.004303850316445005	-0.028278225568349514
HSPC_012	#7c5246	0.013306529910295739	0.01949857854763386	-0.02684515701358342
HSPC_118	#eea113	0.015612044754997646	-0.003386920056313576	-0.01643423238306743
HSPC_314	#eea113	0.014150770560814516	-0.012125920647467264	0.0007440106827183409
HSPC_786	#eea113	0.02039577829397784	-0.03801360141781901	0.009695934841513792
Prog_242	#286ee1	-0.031554240068808456	0.0001744747422583394	0.017362885787101996
HSPC_102	#eea113	0.005801363513509468	0.0493864861239059	0.005223790069784406
Prog_279	#286ee1	-0.05992857809079344	-0.018326884713309646	-0.03472483171085813
HSPC_631	#eea113	0.01630754735713412	-0.010537564617406299	0.0019953702123586044
HSPC_637	#eea113	0.02017397920981989	-0.019888268726041873	-0.02283861424018341
HSPC_300	#eea113	0.01695791225439903	-0.0025810227581380967	-0.024437610764927387
Prog_598	#d84f40	0.007015533010890468	0.04396340024994891	-4.135551734347695e-05
Prog_240	#286ee1	-0.025680855473354663	0.002905126499079331	0.029068995885267925
HSPC_305	#eea113	0.012416862123817606	-0.004870837518729406	0.002286005290972574
HSPC_527	#eea113	0.019397900847032065	0.008143917663405649	-0.06150278350315504
Prog_788	#286ee1	-0.03711864479875325	-0.003393585386435289	0.015206799332736923
Prog_613	#286ee1	-0.01211052219479586	0.00839698838463607	0.06957500595908483
HSPC_276	#7c5246	0.014506115753051567	0.011822706554684526	-0.025911770839306257
Prog_458	#d84f40	-0.00026656157466657237	0.014153815382263985	0.02308904310674842
HSPC_504	#7c5246	0.017671021162990692	0.004127953414283746	-0.04033263942200681
Prog_274	#286ee1	-0.05161411386365828	-0.012488883475964505	-0.01676249437392761
HSPC_553	#7c5246	0.014675506707416483	0.020170628130983016	-0.029570844649601826
HSPC_423	#40bdbd	0.017783819463078717	-0.036614774077656134	0.02851520598295043
Prog_206	#d84f40	-0.013200918169512221	0.00819632422961955	0.047371328964539355
HSPC_768	#eea113	0.013109660172194011	-0.004513729309231643	-0.003862397578307269
Prog_451	#10b460	0.01010877031885575	0.03171708708224376	-0.012202857888110635
Prog_320	#d84f40	0.006003034333403152	0.008795857640866964	0.01804738338293
Prog_226	#d84f40	-0.009692680109892556	0.010553201583323256	0.05650563598351533
Prog_784	#d84f40	0.01877390752495071	-0.02682368397699201	0.006131386276463121
HSPC_009	#7c5246	0.012064770787688861	0.015738165393654857	-0.02041518726032654
Prog_657	#286ee1	-0.06383651145098516	-0.020944046402221833	-0.042430322738981625
Prog_397	#286ee1	-0.0580273806341611	-0.01644925502035612	-0.026429197813797226
Prog_353	#d84f40	-0.012636663620267654	0.00708188698417217	0.040751857442984166
HSPC_765	#40bdbd	0.014244807669492468	-0.020475665457613746	0.00816129735227505
HSPC_388	#7c5246	0.016234805251741237	0.009151786381412765	-0.038459522015229425
Prog_831	#286ee1	-0.03089837367874954	0.0011488522431554807	0.02450302106548154
HSPC_674	#7c5246	0.02236061052818908	-0.0074088394573566555	-0.06095759206679888
HSPC_264	#40bdbd	0.017110886919424414	-0.01706351082674655	-0.0030669371516741438
LT-HSC_126	#40bdbd	0.02363636512707833	-0.05154985130684852	0.015076921007109492
Prog_013	#d84f40	0.006106054999413666	0.035586387782541036	0.006381276173087126
Prog_048	#10b460	0.01637209105333592	-0.01029340232374517	-0.007090678179292936
Prog_284	#286ee1	-0.048069121250605605	-0.009925700318528711	-0.00983286382275489
Prog_210	#d84f40	0.012435561160714549	0.029461359571647253	-0.02901289969284887
HSPC_457	#7c5246	0.020635894308520544	-0.03867182689412438	0.008384448537559912
Prog_349	#286ee1	-0.05136385153603266	-0.011911486600043503	-0.015489869553830806
HSPC_297	#eea113	0.013372021333206058	-0.0009657018589631816	-0.006135028953817115
Prog_018	#286ee1	-0.05594156537443499	-0.015517856845153818	-0.026760013292097082
HSPC_038	#eea113	0.020282541257525738	2.789769305933283e-05	-0.06189266142069223
Prog_814	#286ee1	-0.055164099329616946	-0.014721692457711523	-0.023613515506134584
LT-HSC_076	#40bdbd	0.0190249598157158	-0.041624960514965066	0.025103868612002287
Prog_140	#286ee1	-0.05315444828352226	-0.013213869049593296	-0.017757815390857093
HSPC_441	#eea113	0.018642594560051746	-0.024058398531402358	0.003934081578614639
HSPC_208	#7c5246	0.01584989293688914	0.00856014168867524	-0.03154534442123254
Prog_341	#d84f40	0.005145019623153301	0.029220889364897994	0.004280416343217796
HSPC_200	#7c5246	0.020963513844095782	-0.04065606228419713	0.013692463044820642
Prog_592	#286ee1	-0.05837510466909002	-0.016829628806879392	-0.027997297123225875
HSPC_722	#40bdbd	0.015938730297505862	-0.027531683493068698	-0.0001146538333798592
Prog_072	#286ee1	-0.03500381646515742	-0.0019110329162767819	0.01779332079395375
Prog_696	#286ee1	-0.003763231794009316	0.01696601092739164	-0.005227162261130949
HSPC_777	#eea113	0.013804844442118587	-0.00033644200290792775	-0.016176167513350607
Prog_162	#10b460	0.005387343891786378	0.052869282506667316	0.00742476163658674
Prog_579	#d84f40	0.004487323069563577	0.052055523924021976	0.013124526128819869
LT-HSC_016	#40bdbd	0.021333984158345774	-0.04448495704062436	0.016564753528604016
HSPC_516	#7c5246	0.017904050206799416	0.009852615118582299	-0.04830862709010423
HSPC_035	#eea113	0.017885962710111253	-0.02657741166510263	0.0028471933693977602
Prog_099	#286ee1	-0.02728204277421127	0.004257850097656635	0.052886182498454594
Prog_501	#d84f40	0.008466351123569514	0.03721000234025758	-0.004733970650868067
HSPC_156	#eea113	0.01807675569871997	0.007156630610369796	-0.04672072681675118
HSPC_556	#40bdbd	0.02322632536720757	-0.05454113097922791	0.023499211629093807
HSPC_077	#7c5246	0.013291049371831015	0.010731425094601017	-0.0130949159863523
HSPC_806	#7c5246	0.009323951840593314	0.011261832878233024	-0.00931442619713391
HSPC_843	#7c5246	0.016952696318997554	0.009579806795152027	-0.04240115292633344
HSPC_490	#eea113	0.01993864180000471	-0.016464173948470558	-0.01798497668246729
HSPC_191	#40bdbd	0.02051080996376279	-0.04309506046359846	0.02397187992718902
HSPC_075	#40bdbd	0.018439433611170907	-0.0382988167347454	0.02004613920474125
HSPC_225	#eea113	0.014443020925985841	-0.005816233824391698	-6.362184701986769e-06
HSPC_196	#eea113	0.017019448909844578	0.0034044355197695004	-0.03464886831988325
LT-HSC_170	#40bdbd	0.021264611523018714	-0.0451907831145866	0.01596985569238341
Prog_724	#d84f40	0.007534400790253221	0.03656067652373378	-0.0013586617309623364
Prog_546	#10b460	0.004997753168953425	0.049357737832962066	0.007703240547471249
HSPC_651	#7c5246	-0.01446644118885786	-0.0099323879359397	-0.022249867411053014
Prog_747	#d84f40	0.007233170971811307	0.03631821017260087	0.001623942294630221
Prog_176	#10b460	0.010147912992711429	0.028538789646770334	-0.01361771273130969
Prog_217	#286ee1	-0.06063064891487764	-0.01859558787069391	-0.03456954199393258
Prog_595	#d84f40	0.01754474247866009	-0.009717086781682803	-0.013448965675387909
Prog_215	#286ee1	-0.0541396299709027	-0.014193171944207245	-0.02195971636662869
Prog_394	#286ee1	-0.014434397249136161	0.010566426979681551	0.050165263107286695
Prog_331	#d84f40	0.005491683013226735	0.0442026356947934	0.0028912378655561177
HSPC_615	#eea113	0.019730721871143747	-0.029798340510337563	0.0029347299662565228
LT-HSC_176	#40bdbd	0.02273968296802229	-0.05156138411600948	0.021048128017058104
Prog_636	#10b460	0.012265207224721363	0.02066216169672167	-0.01095740005558123
Prog_471	#d84f40	-0.007724813786028155	0.012652666608956059	0.04726263560117083
LT-HSC_193	#40bdbd	0.022687344985572767	-0.046092911717078036	0.010839824316301485
Prog_272	#286ee1	-0.029213844331512098	0.002028462288327299	0.03880462381849979
HSPC_299	#7c5246	0.013702000723160251	-0.0005370382569194979	-0.008725525951362402
Prog_428	#d84f40	0.013800440081004183	0.02169268718931746	-0.029576776411210468
HSPC_207	#eea113	0.015968973873956793	0.005818353206662936	-0.027100071324679294
HSPC_336	#40bdbd	0.013275269159494653	-7.06040057406104e-05	-0.007564209642760959
Prog_337	#286ee1	-0.05483010398357545	-0.014515325602799532	-0.02174088184169774
Prog_597	#10b460	0.0028312858464548	0.02460139162864688	0.024078638156658838
HSPC_108	#eea113	0.0159523736572201	0.00026092474799967224	-0.01347710207155548
HSPC_186	#40bdbd	-0.03404576005894806	-0.0013807168394910784	0.015008133698246814
Prog_700	#286ee1	-0.052716937756639305	-0.01296152120994739	-0.018098074739747387
Prog_228	#10b460	0.002280189067296356	0.025100678486022175	0.024640283805142126
HSPC_472	#eea113	0.02144512764994907	-0.030147026834499747	-0.006673823859935616
HSPC_415	#40bdbd	0.016756049187040583	-0.025160309300595488	0.01461752708694458
Prog_132	#d84f40	-0.002563824128044569	0.012401105720555389	0.03470987506045644
LT-HSC_152	#40bdbd	0.0213019788670371	-0.039653469013076356	0.008780664780665538
Prog_566	#286ee1	-0.03270310352655896	-0.0007005230617790348	0.020994547063617613
HSPC_204	#eea113	0.013950856647294386	-0.0029143153461357266	0.003990607501266386
Prog_330	#d84f40	-0.0025235844207025155	0.010882831891519612	0.051011380208108054
Prog_840	#10b460	0.008047654803762131	0.03345499466945948	-0.0024176529214105062
HSPC_475	#40bdbd	0.016191981644998407	-0.025956855079758867	0.013474195354294657
HSPC_628	#7c5246	0.0188601558520317	0.00022189867745241957	-0.04247691268364723
Prog_289	#d84f40	0.004624992654793438	0.046523732445148736	0.007771539754698671
HSPC_351	#eea113	0.0011986809742488358	0.022672684279492768	0.024007969319613028
Prog_033	#286ee1	-0.05787124210067072	-0.016625320417368094	-0.028559930461024542
Prog_180	#10b460	0.0043570622872173715	0.03626939780954893	0.011086487988865721
HSPC_672	#7c5246	0.017685890094180912	0.006665918061337707	-0.043798414540108604
Prog_404	#286ee1	-0.03253878431199434	-0.00032422259393671566	0.023397364758260944
HSPC_278	#eea113	0.016773304236426527	-0.0186469288530939	-0.003077937471765755
Prog_446	#d84f40	0.01660596598736764	0.0007125008519259677	-0.02520520396339747
HSPC_189	#7c5246	0.019245293458314473	-0.005128370994183302	-0.037169443167877236
Prog_265	#286ee1	-0.05283340528436731	-0.013118222699409012	-0.019073543539887362
Prog_518	#d84f40	0.005531256865700131	0.0205408537407409	0.013484939972588286
HSPC_503	#eea113	0.01558215685807071	0.0038989336175890114	-0.02188417087837819
Prog_358	#286ee1	-0.020689689434714362	0.005266592998555184	0.05061184009205172
Prog_807	#286ee1	-0.04911182676057151	-0.011079325385969433	-0.013126740083937646
Prog_643	#d84f40	-0.006541253524198608	0.01215163223995789	0.02948462164657193
LT-HSC_039	#40bdbd	0.019707934649147385	-0.028604665290932536	-0.00025813816115162307
Prog_172	#286ee1	-0.0534461540963043	-0.013861476736685802	-0.02164102725992249
HSPC_289	#7c5246	0.012761442409513938	0.017353624403140575	-0.027494785040086425
HSPC_721	#7c5246	0.012068143880132314	-0.00597842877555129	-0.0016585522030577718
Prog_794	#d84f40	-0.018970501880422597	0.0059054819151857455	0.03193609571680486
Prog_468	#d84f40	0.009988576378927309	0.03452931049074768	-0.018660531963625306
HSPC_041	#eea113	0.017442628745163363	-0.0027033979030097396	-0.024235604688158663
Prog_410	#286ee1	-0.05739938492226232	-0.016532573860836338	-0.02893253537661808
Prog_408	#10b460	0.006709618338643416	0.035166808709842214	0.009013902215745013
HSPC_023	#eea113	0.01776148054102547	-0.00028321234670511397	-0.036609329593518675
Prog_106	#d84f40	0.010076711961812269	0.024123769031226455	-0.006313308088255885
Prog_301	#286ee1	-0.025138920807056642	0.005074744603617468	0.013668695763215112
HSPC_103	#7c5246	0.014561572447415426	0.008527896345027776	-0.026811238315990867
HSPC_597	#40bdbd	0.01783412997351841	-0.0327777758968745	0.018894491598894947
Prog_685	#10b460	0.0038236511769231723	0.04563268126965912	0.013112759210758235
Prog_281	#286ee1	-0.044308743586903655	-0.007996012501952877	-0.005679172125129403
Prog_129	#10b460	0.005325719076249897	0.0635494361576394	0.010958010219911336
Prog_246	#d84f40	0.014911730030090742	0.015740473209731137	-0.032096386589901806
LT-HSC_070	#40bdbd	0.006983175132721415	0.026500166867468603	0.0016540320616887589
HSPC_851	#eea113	0.015761841489327532	0.003241172562447446	-0.025953358534117066
HSPC_159	#eea113	0.0139346199139836	-0.014756060391153333	0.013461981288807929
Prog_622	#d84f40	0.0032387931658092017	0.015469898615803713	0.026461234513745543
Prog_485	#10b460	0.010978551082765702	0.0010546127698216742	0.011991068778269873
HSPC_426	#7c5246	0.016961565092416607	-0.006854297896715592	-0.02326407050076537
Prog_083	#d84f40	0.0054524789679026315	0.04113400350334986	0.002115146698147729
HSPC_123	#eea113	0.01734842507355062	0.0016701527982703845	-0.032140812066280874
Prog_822	#286ee1	-0.04703732676417626	-0.009570193248938994	-0.008690661209316428
Prog_357	#286ee1	-0.06102452507180042	-0.01848120886934355	-0.03302767262828183
Prog_133	#10b460	0.004027467516928141	0.04952399554706603	0.011790087091238197
HSPC_174	#7c5246	0.016395394349514373	0.005513894587760646	-0.03109320021010084
HSPC_837	#7c5246	0.012807657861492176	0.022128053578454335	-0.02645898055797146
Prog_805	#286ee1	-0.010855729307390604	0.010669461018829715	0.03934667966569949
HSPC_679	#7c5246	0.013262376368113218	0.0016887637516401458	-0.01543727062325646
Prog_120	#286ee1	-0.05087357944088623	-0.012030884514259668	-0.016269817325423923
Prog_297	#10b460	0.0028985182135564964	0.032019886696720276	0.011004831529369536
Prog_307	#10b460	0.0034150241657418135	0.0405048740112595	0.008259787851685994
HSPC_599	#eea113	0.020252705582241	-0.02438242445399215	-0.012922796850928932
LT-HSC_017	#40bdbd	0.02053018170896266	-0.03055954069662332	-0.001380671655541785
HSPC_064	#7c5246	0.010991645612015639	0.030054791798914637	-0.01976425621104963
HSPC_390	#40bdbd	0.016158437958926297	-0.030095723563069304	0.018752237299034594
LT-HSC_211	#40bdbd	0.01962240892604756	-0.034174514587257745	0.009491882052298884
Prog_441	#10b460	0.004554239281532757	0.044294056327311315	0.011972854603223882
HSPC_212	#eea113	0.014955138087147213	-0.014504921490989114	0.0018629674502655324
Prog_092	#d84f40	-0.014171798062438545	0.007042580730216654	0.04540314611214766
HSPC_802	#7c5246	0.017785358251127557	-0.012743717589762428	-0.01170083797885646
HSPC_325	#7c5246	0.011966787053920111	-0.00035858965946136386	-0.003505966811912916
Prog_187	#10b460	0.0003530657825448506	0.009449916065193341	0.042749756024270086
Prog_290	#286ee1	-0.04189239938558853	-0.006341108030053997	0.004751976525250515
Prog_062	#d84f40	-0.015365926930476961	0.007935437756256878	0.049135961756939864
LT-HSC_033	#40bdbd	0.020728704305324402	-0.04580689754410608	0.022714799927521512
Prog_262	#d84f40	0.003803236634123905	0.04186977430725311	0.013404104671278064
HSPC_288	#7c5246	0.010230834659816331	0.03733294173516953	-0.01909312072758175
LT-HSC_066	#40bdbd	0.019419346630468	-0.04054619065498137	0.018899742529865052
HSPC_758	#eea113	0.017180856778598607	0.00217780310148274	-0.03143214590805126
HSPC_286	#7c5246	0.01712053507408372	-0.011434268500068184	-0.012536706243964628
Prog_095	#286ee1	-0.04408349420363558	-0.007046447129681884	0.0015336850983187038
Prog_371	#10b460	0.012401577314692748	0.02121064009708942	-0.020516553153626365
Prog_066	#d84f40	-0.001196028275982632	0.013638441710420888	0.03465160271578835
Prog_382	#d84f40	-0.001094418184086756	0.022072364971800415	0.04372820323568388
HSPC_034	#7c5246	0.009985164011993555	0.023631026481792418	-0.01116832212426569
LT-HSC_212	#40bdbd	0.01961158408617453	-0.03784301777392976	0.01339436336347637
Prog_137	#10b460	-0.003929806062106011	0.01454775046088213	0.04112086645942209
Prog_497	#286ee1	-0.029766451888177264	0.00027970972138117783	0.01865346591537087
HSPC_134	#7c5246	0.013873318308974043	0.011278849812211658	-0.017384866839914432
Prog_385	#286ee1	-0.0578424824256638	-0.016379311980841724	-0.027042919200982226
LT-HSC_058	#40bdbd	0.020703360865879313	-0.04795485743773559	0.024402178270158448
Prog_779	#d84f40	0.00969745898477066	0.032443397000676465	-0.013351046996911323
HSPC_244	#eea113	0.02143288093433387	-0.03765027507834501	0.007485681174091647
HSPC_676	#eea113	0.01925516104817833	-0.007245317888502789	-0.03529394797284905
HSPC_473	#eea113	0.020041915977657032	-0.033613166212553676	0.00478448892795408
Prog_842	#286ee1	-0.04942492759345217	-0.011148477441081085	-0.013787675403777984
HSPC_362	#40bdbd	-0.05881674396762016	-0.017151582256574188	-0.030886893299832106
Prog_044	#d84f40	0.00967837761829211	0.027007264199630086	-0.004360279274040709
Prog_752	#286ee1	-0.017470664277861446	0.0069532117412667346	0.03888790334911872
HSPC_633	#7c5246	0.015908233239974454	0.003998153466472594	-0.025869641512532182
Prog_651	#286ee1	-0.01716856978134601	0.0054010358268343295	0.05948370822320916
HSPC_449	#eea113	0.0202321911562122	-0.021134289042040292	-0.016136206471061842
Prog_315	#286ee1	-0.04848740057184972	-0.010080708185698516	-0.010344365650518075
HSPC_444	#7c5246	0.020422591941846837	-0.015745650835584893	-0.02809644057392107
HSPC_270	#7c5246	0.013360807195259661	0.020592475845221028	-0.025151595851540535
HSPC_756	#7c5246	0.020165281997048822	-0.01620052908333906	-0.021168587390319737
Prog_707	#d84f40	-0.022231083977529265	0.0041221393383091606	0.03198241526078438
LT-HSC_110	#40bdbd	0.027229270435473574	-0.06655674249042628	0.018644629802313482
HSPC_838	#eea113	0.018014403098226155	-0.013579275333524654	-0.013824164985258583
Prog_194	#286ee1	-0.023353610332742337	0.0033334888111483944	0.03037391628429482
HSPC_443	#eea113	0.018570454264108992	-0.014614689596816756	-0.019054947573708052
LT-HSC_040	#40bdbd	0.0132479185988435	0.014382642501917552	-0.011187708247290498
Prog_477	#286ee1	-0.05850376655516354	-0.017142396962419995	-0.03128725789817278
Prog_767	#d84f40	-0.026115152586459762	0.0029799951574258667	0.03021763782208989
Prog_311	#10b460	0.0023894411873550845	0.034360410979691246	0.005187942659079592
Prog_564	#286ee1	-0.052894614889609594	-0.01344146645849701	-0.020211879737705496
LT-HSC_015	#40bdbd	0.022335472894964323	-0.042742962260456964	0.006077854323702593
Prog_495	#d84f40	0.015948899651302882	-0.000893247914412686	-0.015735977385380476
HSPC_759	#40bdbd	0.020866400129374386	-0.03587335542399529	0.005564703536377146
Prog_688	#286ee1	-0.03560817896829642	-0.0018774955249883062	0.022508041546292896
Prog_801	#286ee1	0.01043279966922408	-0.0032716518218941755	0.017748578157015155
Prog_739	#10b460	0.006522332024992415	0.046256085151712506	0.003934417580955505
Prog_399	#d84f40	0.0012693334883193035	0.024027854338154693	0.02644549735367293
Prog_374	#286ee1	-0.05651555268894582	-0.01571720218009796	-0.02629230148141343
HSPC_699	#7c5246	0.014059826024711584	0.013192671378200889	-0.028269295754822094
HSPC_132	#7c5246	0.015230744540682621	0.005923264055647068	-0.02097022010036327
Prog_070	#d84f40	0.010120046324802167	0.02160004547506239	-0.00793288990416537
HSPC_051	#eea113	0.01924523343667013	-0.009707246447065236	-0.031264879280728575
HSPC_461	#eea113	0.019356627488538246	-0.031564818208668445	0.00622894341729517
HSPC_126	#eea113	0.02126949637444884	-0.028787491739262927	-0.012785044018364201
LT-HSC_022	#40bdbd	0.014310159955664243	-0.035641974053774984	0.030237597178885176
HSPC_578	#7c5246	0.02165162456755054	-0.046066717372758616	0.018529416672290272
HSPC_702	#7c5246	0.016905693398164588	0.006129111286813977	-0.0349975572445224
Prog_019	#d84f40	0.00791506232978542	0.04595634361483419	-0.004892098207656719
Prog_644	#10b460	0.0014300718440937734	0.0196314725574606	0.021315144349064244
HSPC_794	#eea113	0.01911923585351666	-0.006215796602507384	-0.03594742873170097
HSPC_512	#eea113	0.02144851246185765	-0.044381185056125504	0.016028275754480147
Prog_334	#286ee1	-0.03936134335993726	-0.0034069056546371444	-0.0007471876046503748
Prog_395	#286ee1	-0.061575987983025375	-0.019255998494922055	-0.03631932894499367
HSPC_287	#eea113	0.011407673466449213	0.017233299537730878	-0.011903433293415406
HSPC_045	#7c5246	0.016201177197378076	-0.0013475192990260979	-0.021222671913878804
LT-HSC_138	#40bdbd	0.022407278913760736	-0.04987399519503173	0.020025129496746855
HSPC_205	#7c5246	0.01069532702814031	0.019649497838129956	-0.013971419921171329
HSPC_044	#eea113	0.005508768407630813	0.04265614334179862	0.006730604446893074
Prog_089	#286ee1	-0.047681890256840276	-0.009753099100451253	-0.008112206067395069
Prog_569	#d84f40	0.005884022820242368	0.03713287856738124	0.005748082511436749
Prog_423	#d84f40	-0.0075756801610306485	0.011914024063793126	0.04042763487624524
HSPC_436	#7c5246	0.016413637290493943	0.01063333375437871	-0.03613380791267658
HSPC_354	#7c5246	0.013366433817032253	0.006438093362209013	-0.02775799505654066
HSPC_411	#eea113	0.006929782704445639	0.05800499907876653	0.0018004378828116
Prog_768	#d84f40	0.007767130855212958	0.028795744851924578	-0.0003742439483082902
HSPC_125	#7c5246	0.018329524376050232	-0.0066481619448329424	-0.028096499285221135
Prog_102	#286ee1	-0.04991509188404722	-0.01132797133157708	-0.014824173131674811
HSPC_515	#eea113	0.02047378553899818	-0.00806563856657922	-0.04610720044552184
LT-HSC_167	#40bdbd	0.020852228673441952	-0.04710248331275397	0.02641294814952006
Prog_712	#d84f40	-0.015892400915060598	0.007472404546316497	0.06272628811050082
HSPC_489	#eea113	0.01719672423426576	0.0029058685380482802	-0.03074102385177358
HSPC_607	#eea113	0.015723501268476263	-0.006630456170852109	-0.015403559273254505
Prog_031	#10b460	0.0018166291776776592	0.010600734967108595	0.024938280964770323
Prog_207	#286ee1	-0.04701233383263653	-0.009431294480819214	-0.00949616486504502
Prog_463	#286ee1	-0.003895467549795596	0.007171159786373756	0.05678969272178727
Prog_513	#286ee1	-0.023898195603533262	0.0030881811369633605	0.049481000939588
Prog_740	#286ee1	-0.003645236410763278	0.01157568316136616	0.03465047747445485
HSPC_253	#eea113	0.00845535835764954	0.03234348930742656	-0.008227859842033579
Prog_292	#d84f40	-0.001059416265432882	0.017336303966904283	0.02770949644286667
Prog_361	#286ee1	-0.05698913988437952	-0.01590130561759716	-0.026392445468925475
HSPC_785	#eea113	0.017798279273494054	-0.008953882467784939	-0.019367636533461532
Prog_771	#286ee1	-0.03401776885392654	-0.0012119095379019276	0.015981361070855335
Prog_158	#286ee1	-0.057955352881201794	-0.01700642532921434	-0.030766799240363633
HSPC_279	#40bdbd	0.007272668659710941	0.02944650763152208	0.0022604288453904574
Prog_114	#d84f40	-0.009410969284362712	0.00860234041731842	0.03573055806282272
